Old stable ID, New stable ID, Release, Mapping score
ENSG00000232441.1, ENSG00000232441.2, 58, 0.965571

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243153.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228463.1, ENSG00000228463.2, 56, 0.99155
ENSG00000228463.2, ENSG00000228463.3, 62, 0.987117
ENSG00000228463.3, ENSG00000228463.4, 71, 0.980334
ENSG00000228463.4, ENSG00000228463.5, 76, 1
ENSG00000228463.5, ENSG00000228463.6, 77, 1
ENSG00000228463.6, ENSG00000228463.7, 79, 1
ENSG00000228463.7, ENSG00000228463.8, 81, 1
ENSG00000228463.8, ENSG00000228463.9, 83, 0.977767
ENSG00000228463.9, ENSG00000228463.10, 90, 0.708158
ENSG00000228463.10, ENSG00000228463.10, 98, 0.903407
ENSG00000228463.10, ENSG00000228463.10, 99, 0.903407

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269426.1, <retired>, 76, 0
ENSG00000269426.1, ENSG00000226881.5, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251138.1, ENSG00000251138.2, 63, 0.643533
ENSG00000251138.2, ENSG00000251138.3, 76, 1
ENSG00000251138.3, ENSG00000251138.4, 77, 1
ENSG00000251138.4, ENSG00000251138.5, 79, 1
ENSG00000251138.5, ENSG00000251138.6, 81, 1
ENSG00000251138.6, ENSG00000251138.7, 97, 0.537614
ENSG00000251138.7, ENSG00000251138.7, 98, 0.9
ENSG00000251138.7, ENSG00000251138.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233372.1, ENSG00000233372.1, 98, 0.9
ENSG00000233372.1, ENSG00000233372.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236471.1, ENSG00000236471.1, 98, 0.9
ENSG00000236471.1, ENSG00000236471.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225752.1, ENSG00000225752.1, 92, 0.72
ENSG00000225752.1, ENSG00000225752.1, 98, 0.9
ENSG00000225752.1, ENSG00000225752.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248586.1, ENSG00000248586.2, 61, 0.752388

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227680.1, ENSG00000227680.1, 98, 0.9
ENSG00000227680.1, ENSG00000227680.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237783.1, ENSG00000237783.2, 70, 0.997106

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261779.1, ENSG00000261779.1, 92, 0.72
ENSG00000261779.1, ENSG00000261779.1, 98, 0.9
ENSG00000261779.1, ENSG00000261779.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265943.1, ENSG00000265943.1, 92, 0.72
ENSG00000265943.1, ENSG00000265943.1, 98, 0.9
ENSG00000265943.1, ENSG00000265943.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253190.1, ENSG00000253190.2, 71, 0.990849
ENSG00000253190.2, ENSG00000253190.3, 76, 0.99929
ENSG00000253190.3, ENSG00000253190.4, 97, 0.790138
ENSG00000253190.4, ENSG00000253190.4, 98, 0.9
ENSG00000253190.4, ENSG00000253190.4, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238798.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261235.1, ENSG00000261235.1, 92, 0.72
ENSG00000261235.1, ENSG00000261235.1, 98, 0.9
ENSG00000261235.1, ENSG00000261235.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263224.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269178.1, ENSG00000269178.2, 72, 0.506951
ENSG00000269178.2, ENSG00000269178.3, 73, 0.476623
ENSG00000269178.3, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262306.1, <retired>, 76, 0
ENSG00000262306.1, ENSG00000106178.3, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265425.1, ENSG00000265425.1, 98, 0.9
ENSG00000265425.1, ENSG00000265425.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253284.1, ENSG00000253284.2, 62, 0.00871702
ENSG00000253284.2, ENSG00000253284.2, 98, 0.9
ENSG00000253284.2, ENSG00000253284.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000202105.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260572.1, ENSG00000260572.1, 92, 0.72
ENSG00000260572.1, ENSG00000260572.1, 98, 0.9
ENSG00000260572.1, ENSG00000260572.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000222770.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238034.1, ENSG00000238034.1, 98, 0.9
ENSG00000238034.1, ENSG00000238034.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221354.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221645.1, ENSG00000221645.2, 55, 0.985294
ENSG00000221645.2, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228005.1, ENSG00000228005.1, 92, 0.72
ENSG00000228005.1, ENSG00000228005.1, 98, 0.9
ENSG00000228005.1, ENSG00000228005.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000226380.1, ENSG00000226380.2, 71, 0.971258
ENSG00000226380.2, ENSG00000226380.3, 74, 0.748189
ENSG00000226380.3, ENSG00000226380.4, 76, 0.991047
ENSG00000226380.4, ENSG00000226380.5, 77, 1
ENSG00000226380.5, ENSG00000226380.6, 79, 1
ENSG00000226380.6, ENSG00000226380.7, 81, 1
ENSG00000226380.7, ENSG00000226380.8, 85, 0.992447
ENSG00000226380.8, ENSG00000226380.9, 88, 0.992447
ENSG00000226380.9, ENSG00000226380.9, 98, 0.9
ENSG00000226380.9, ENSG00000226380.9, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207849.1, ENSG00000207849.2, 68, 0.968524
ENSG00000207849.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263377.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259501.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269034.1, <retired>, 76, 0
ENSG00000269034.1, ENSG00000102007.7, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259520.1, ENSG00000259520.2, 76, 0.973078
ENSG00000259520.2, ENSG00000259520.3, 77, 1
ENSG00000259520.3, ENSG00000259520.4, 79, 1
ENSG00000259520.4, ENSG00000259520.5, 81, 1
ENSG00000259520.5, ENSG00000259520.5, 92, 0.72
ENSG00000259520.5, ENSG00000259520.6, 97, 0.629275
ENSG00000259520.6, ENSG00000259520.6, 98, 0.9
ENSG00000259520.6, ENSG00000259520.6, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240401.1, ENSG00000240401.2, 58, 1
ENSG00000240401.2, ENSG00000240401.3, 70, 0.506121
ENSG00000240401.3, ENSG00000240401.4, 74, 0.987619
ENSG00000240401.4, ENSG00000240401.5, 76, 0.981528
ENSG00000240401.5, ENSG00000240401.6, 77, 1
ENSG00000240401.6, ENSG00000240401.7, 79, 0.81702
ENSG00000240401.7, ENSG00000240401.8, 81, 1
ENSG00000240401.8, ENSG00000240401.8, 92, 0.72
ENSG00000240401.8, ENSG00000240401.9, 97, 0.992531
ENSG00000240401.9, ENSG00000240401.9, 98, 0.9
ENSG00000240401.9, ENSG00000240401.9, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000246308.1, ENSG00000246308.1, 92, 0.72
ENSG00000246308.1, ENSG00000246308.2, 97, 0.986045
ENSG00000246308.2, ENSG00000246308.2, 98, 0.9
ENSG00000246308.2, ENSG00000246308.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238676.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203446.1, ENSG00000203446.2, 55, 0.191781
ENSG00000203446.2, ENSG00000203446.2, 92, 0.72
ENSG00000203446.2, ENSG00000203446.2, 98, 0.9
ENSG00000203446.2, ENSG00000203446.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238625.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252058.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261503.1, ENSG00000261503.2, 74, 0.984011
ENSG00000261503.2, ENSG00000224864.4, 76, 1
ENSG00000261503.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253926.1, ENSG00000253926.1, 98, 0.9
ENSG00000253926.1, ENSG00000253926.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243486.1, ENSG00000243486.1, 98, 0.9
ENSG00000243486.1, ENSG00000243486.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000200658.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237647.1, ENSG00000237647.2, 60, 0.244942
ENSG00000237647.2, ENSG00000237647.3, 62, 0.981879
ENSG00000237647.3, ENSG00000237647.4, 68, 0.933317
ENSG00000237647.4, ENSG00000237647.5, 76, 1
ENSG00000237647.5, ENSG00000237647.6, 77, 1
ENSG00000237647.6, ENSG00000237647.7, 79, 1
ENSG00000237647.7, ENSG00000237647.8, 81, 1
ENSG00000237647.8, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228741.1, ENSG00000228741.2, 71, 0.772437
ENSG00000228741.2, ENSG00000228741.2, 98, 0.9
ENSG00000228741.2, ENSG00000228741.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268338.1, ENSG00000273438.1, 74, 1
ENSG00000268338.1, <retired>, 74, 0
ENSG00000268338.1, ENSG00000272830.1, 74, 1
ENSG00000268338.1, ENSG00000272671.1, 74, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000183657.1, ENSG00000183657.2, 26, 0
ENSG00000183657.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265997.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238535.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267670.1, ENSG00000267670.1, 92, 0.72
ENSG00000267670.1, ENSG00000267670.1, 98, 0.9
ENSG00000267670.1, ENSG00000267670.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265518.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267667.1, ENSG00000267667.1, 92, 0.72
ENSG00000267667.1, <retired>, 97, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260569.1, ENSG00000260569.2, 68, 0.91458
ENSG00000260569.2, ENSG00000260569.2, 98, 0.9
ENSG00000260569.2, ENSG00000260569.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262278.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262351.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223562.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000187472.1, ENSG00000187472.2, 50, 0.795031
ENSG00000187472.2, ENSG00000187472.3, 65, 0.857232
ENSG00000187472.3, ENSG00000187472.4, 81, 0.944766

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249413.1, ENSG00000249413.2, 73, 0.732039
ENSG00000249413.2, ENSG00000249413.2, 98, 0.9
ENSG00000249413.2, ENSG00000249413.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000197262.1, ENSG00000197262.2, 38, 0
ENSG00000197262.2, ENSG00000197262.3, 47, 0.459333
ENSG00000197262.3, ENSG00000197262.4, 55, 0.911544
ENSG00000197262.4, ENSG00000197262.5, 56, 0.943331
ENSG00000197262.5, ENSG00000197262.6, 58, 0.997694
ENSG00000197262.6, ENSG00000197262.7, 62, 0.974228
ENSG00000197262.7, ENSG00000197262.8, 69, 0.911575
ENSG00000197262.8, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260142.1, ENSG00000260142.1, 98, 0.9
ENSG00000260142.1, ENSG00000260142.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264166.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260988.1, ENSG00000260988.1, 98, 0.9
ENSG00000260988.1, ENSG00000260988.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221593.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260245.1, <retired>, 76, 0
ENSG00000260245.1, ENSG00000131473.13, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224489.1, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213872.1, ENSG00000213872.2, 55, 0.944349
ENSG00000213872.2, ENSG00000213872.3, 62, 0.928315

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265515.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264244.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248828.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233936.1, ENSG00000233936.1, 98, 0.9
ENSG00000233936.1, ENSG00000233936.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224516.1, ENSG00000224516.2, 76, 1
ENSG00000224516.2, ENSG00000224516.3, 77, 1
ENSG00000224516.3, ENSG00000224516.4, 79, 1
ENSG00000224516.4, ENSG00000224516.5, 81, 1
ENSG00000224516.5, ENSG00000224516.5, 92, 0.72
ENSG00000224516.5, ENSG00000224516.5, 98, 0.9
ENSG00000224516.5, ENSG00000224516.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000201450.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239407.1, ENSG00000239407.2, 76, 1
ENSG00000239407.2, ENSG00000239407.3, 77, 1
ENSG00000239407.3, ENSG00000239407.4, 79, 1
ENSG00000239407.4, ENSG00000239407.5, 81, 1
ENSG00000239407.5, ENSG00000239407.5, 98, 0.9
ENSG00000239407.5, ENSG00000239407.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260512.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212045.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259755.1, ENSG00000259755.1, 92, 0.72
ENSG00000259755.1, ENSG00000259755.1, 98, 0.9
ENSG00000259755.1, ENSG00000259755.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266934.1, ENSG00000266934.1, 98, 0.9
ENSG00000266934.1, ENSG00000266934.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000219699.1, ENSG00000219699.2, 66, 0.986178
ENSG00000219699.2, ENSG00000219699.2, 79, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264440.1, ENSG00000264440.2, 72, 0.96355
ENSG00000264440.2, ENSG00000203778.4, 76, 1
ENSG00000264440.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249328.1, ENSG00000249328.2, 60, 0.906469
ENSG00000249328.2, ENSG00000249328.3, 97, 0.916591
ENSG00000249328.3, ENSG00000249328.3, 98, 0.9
ENSG00000249328.3, ENSG00000249328.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260557.1, <retired>, 76, 0
ENSG00000260557.1, ENSG00000165131.6, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254135.1, ENSG00000254135.2, 90, 0.911885
ENSG00000254135.2, ENSG00000254135.3, 97, 0.805337
ENSG00000254135.3, ENSG00000254135.3, 98, 0.9
ENSG00000254135.3, ENSG00000254135.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227359.1, ENSG00000227359.1, 98, 0.9
ENSG00000227359.1, ENSG00000227359.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000170590.1, ENSG00000170590.2, 26, 0
ENSG00000170590.2, ENSG00000170590.3, 47, 0.79993
ENSG00000170590.3, ENSG00000170590.4, 55, 1
ENSG00000170590.4, ENSG00000170590.5, 76, 0.982916
ENSG00000170590.5, ENSG00000170590.6, 77, 1
ENSG00000170590.6, ENSG00000170590.7, 79, 1
ENSG00000170590.7, ENSG00000170590.8, 81, 1
ENSG00000170590.8, ENSG00000170590.9, 85, 0.982916
ENSG00000170590.9, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240453.1, <retired>, 77, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237500.1, ENSG00000237500.1, 98, 0.9
ENSG00000237500.1, ENSG00000237500.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258084.1, ENSG00000258084.2, 76, 1
ENSG00000258084.2, ENSG00000258084.3, 77, 1
ENSG00000258084.3, ENSG00000258084.4, 79, 1
ENSG00000258084.4, ENSG00000258084.5, 81, 1
ENSG00000258084.5, ENSG00000258084.6, 97, 0.730261
ENSG00000258084.6, ENSG00000258084.6, 98, 0.9
ENSG00000258084.6, ENSG00000258084.6, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261700.1, <retired>, 76, 0
ENSG00000261700.1, ENSG00000211717.3, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000186163.1, ENSG00000186163.2, 26, 0
ENSG00000186163.2, ENSG00000186163.3, 47, 0.866239
ENSG00000186163.3, ENSG00000186163.4, 55, 0.81673
ENSG00000186163.4, ENSG00000186163.5, 58, 0.889126
ENSG00000186163.5, ENSG00000186163.6, 76, 0.555378
ENSG00000186163.6, ENSG00000186163.7, 77, 1
ENSG00000186163.7, ENSG00000186163.8, 79, 1
ENSG00000186163.8, ENSG00000186163.9, 81, 1
ENSG00000186163.9, ENSG00000186163.9, 85, 0.974743
ENSG00000186163.9, ENSG00000186163.9, 98, 0.925257
ENSG00000186163.9, ENSG00000186163.9, 99, 0.925257

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255672.1, ENSG00000255672.1, 92, 0.72
ENSG00000255672.1, ENSG00000255672.1, 98, 0.9
ENSG00000255672.1, ENSG00000255672.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260377.1, ENSG00000260377.1, 98, 0.9
ENSG00000260377.1, ENSG00000260377.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265192.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238521.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215642.1, ENSG00000215642.2, 55, 0.0738576
ENSG00000215642.2, ENSG00000215642.3, 62, 0.254784
ENSG00000215642.3, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260449.1, <retired>, 83, 0
